2019-08-22 17:39:41.278 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 8492 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:35:38.920 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:35:39.450 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.982 seconds (JVM running for 3.831)
2019-08-22 19:35:39.588 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:37:53.442 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 37804 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:37:53.444 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:37:54.065 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:37:54.843 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:37:55.202 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 1.988 seconds (JVM running for 2.593)
2019-08-22 19:37:55.354 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:45:57.196 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 26564 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:45:57.198 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:45:58.141 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:45:59.279 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:45:59.750 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.016 seconds (JVM running for 3.843)
2019-08-22 19:45:59.890 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:47:25.096 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 21728 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:47:25.104 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:47:26.086 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e8df5568] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:47:27.183 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:47:27.598 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.824 seconds (JVM running for 3.665)
2019-08-22 19:47:27.738 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:53:10.137 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 39200 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:53:10.138 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:53:11.086 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$6c8823bc] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:53:12.308 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:53:12.684 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.046 seconds (JVM running for 4.021)
2019-08-22 19:53:12.847 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:56:08.549 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 2968 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:56:08.552 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:56:09.673 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e8b7c090] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:56:10.958 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:56:11.518 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.271 seconds (JVM running for 4.085)
2019-08-22 19:56:11.654 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:59:14.342 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 41552 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:59:14.343 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:59:15.542 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$721e5649] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:59:16.683 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:59:17.168 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.206 seconds (JVM running for 4.159)
2019-08-22 19:59:17.389 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:00:38.149 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 19088 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:00:38.150 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:00:38.965 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e8b7c090] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 20:00:39.733 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:00:40.087 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.173 seconds (JVM running for 2.763)
2019-08-22 20:00:40.243 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:02:34.792 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 41836 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:02:34.794 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:02:35.748 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 20:02:36.763 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:02:37.160 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.859 seconds (JVM running for 3.721)
2019-08-22 20:02:37.296 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:17:19.569 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 36272 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:17:19.570 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:17:21.517 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:17:21.820 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.578 seconds (JVM running for 3.294)
2019-08-22 20:17:22.135 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:18:57.885 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 41516 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:18:57.887 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:18:58.962 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:18:59.170 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 1.536 seconds (JVM running for 2.099)
2019-08-22 20:18:59.346 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:21:57.470 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 40948 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:21:57.472 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:21:58.679 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:21:58.863 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 1.631 seconds (JVM running for 2.272)
2019-08-22 20:21:59.052 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:23:13.210 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 25248 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:23:13.214 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - No active profile set, falling back to default profiles: default
2019-08-22 20:23:14.027 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-08-22 20:23:14.035 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-08-22 20:23:14.042 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-08-22 20:23:14.042 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-08-22 20:23:14.110 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-22 20:23:14.110 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 845 ms
2019-08-22 20:23:14.260 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:23:14.370 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-08-22 20:23:14.386 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-08-22 20:23:14.388 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.483 seconds (JVM running for 2.138)
2019-08-22 20:23:14.807 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-08-22 20:24:48.435 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 33740 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:24:48.436 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 20:24:49.601 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:24:49.800 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 1.649 seconds (JVM running for 2.361)
2019-08-22 20:24:50.000 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 20:25:36.843 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 40792 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 20:25:36.845 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - No active profile set, falling back to default profiles: default
2019-08-22 20:25:37.503 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-08-22 20:25:37.511 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-08-22 20:25:37.516 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-08-22 20:25:37.517 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-08-22 20:25:37.584 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-22 20:25:37.584 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 707 ms
2019-08-22 20:25:37.711 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 20:25:37.808 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-08-22 20:25:37.823 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-08-22 20:25:37.825 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.249 seconds (JVM running for 1.905)
2019-08-22 20:25:38.595 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-08-22 20:25:38.608 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-21 23:49:03,msg id: 1236, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566402543434,"datastream":"27241_0_26244"},"body":"B1084100C80042FF"}
2019-08-22 20:25:38.609 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-21 23:49:05,msg id: 1430, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566402545477,"datastream":"27241_0_26243"},"body":"60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC80000FF"}
2019-08-22 20:25:38.609 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 01:14:33,msg id: 1648, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566407673675,"datastream":"27241_0_26244"},"body":"B1084100B40042FF"}
2019-08-22 20:25:38.609 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 01:14:36,msg id: 1842, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566407676345,"datastream":"27241_0_26243"},"body":"60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFB40000FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 08:48:18,msg id: 2060, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566434898003,"datastream":"27241_0_26243"},"body":"60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC80000FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:19:30,msg id: 2278, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476370636,"datastream":"27241_0_26244"},"body":"B1084100C80042FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:19:32,msg id: 2472, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476372692,"datastream":"27241_0_26243"},"body":"60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC80000FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:19:56,msg id: 2690, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476396238,"datastream":"27241_0_26244"},"body":"B1084100B40042FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:19:58,msg id: 2884, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476398295,"datastream":"27241_0_26243"},"body":"64FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFB40000FF"}
2019-08-22 20:25:38.610 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:22:57,msg id: 3102, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476577365,"datastream":"27241_0_26244"},"body":"B1084100B40042FF"}
2019-08-22 20:25:38.611 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:22:59,msg id: 3296, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476579381,"datastream":"27241_0_26243"},"body":"58FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFB40000FF"}
2019-08-22 20:25:38.611 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:25:18,msg id: 3514, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476718799,"datastream":"27241_0_26244"},"body":"B1084100C80042FF"}
2019-08-22 20:25:38.611 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - time = 2019-08-22 20:25:20,msg id: 3708, body: {"sysProperty":{"messageType":"deviceDatapoint","productId":"267133"},"appProperty":{"deviceId":"540305427","dataTimestamp":1566476720857,"datastream":"27241_0_26243"},"body":"54FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFC80000FF"}
